"Rank","Artist Name","Country","Genre","Label","Viberate Rank","Spotify Rank","Spotify Followers 3m","Spotify Followers Total","Spotify Streams 3m","Spotify Streams Total","Spotify Monthly Listeners 3m","Spotify Monthly Listeners Total","Spotify Playlist Reach Total","YouTube Rank","YouTube Subscribers 3m","YouTube Subscribers Total","YouTube Views 3m","YouTube Views Total","YouTube Likes 3m","YouTube Likes Total","Social Rank","TikTok Followers 3m","TikTok Followers Total","TikTok Likes 3m","TikTok Views 3m","Instagram Followers 3m","Instagram Followers Total","Instagram Likes 3m","Facebook Followers 3m","Facebook Followers Total","Deezer Fans 3m","Deezer Fans Total","SoundCloud Followers 3m","SoundCloud Followers Total","SoundCloud Plays 3m","Shazam Shazams 3m","Radio Airplay Rank","Radio Airplay Spins 3m","Radio Airplay Countries with Spins 3m","Radio Airplay Stations with Spins 3m","Beatport Rank","Beatport Tracks Total","Beatport Tracks in Top 100 Total","Beatport Days in Top 100 Total","Beatport Track Performance Points 3m","Beatport Track Performance Points Total"
"1","Taylor Swift","United States","Pop","Big Indie Labels, Universal Music Group","1","3","5454062","154919785","4756998889","123199538613","-11749066","102186187","723983370","3","200000","63100000","650830052","36727355580","2601143","328036574","9","182901","33495323","761800","44117598","-878607","280341176","6660548","-293622","78775120","181223","12490746","72271","1063523","3948748","1351967","3","1794547","184","8649","1783","27","3","294","22.50761440697751","2592.409372878616"
"2","Justin Bieber","Canada","Pop","Warner Music Group, Universal Music Group, Sony Music Entertainment","3","10","1925365","88194558","2422629165","69228034581","-21741288","98724334","651667779","7","600000","77300000","728967123","51054877345","3144389","401534564","102","115721","29615243","116411","18747840","-343887","291705709","2778440","-371094","88889395","44341","11003381","61918","1687152","3332068","725486","15","973402","190","8007","25062","94","22","3303","16.28129779065804","4025.0316534976564"
"3","Bruno Mars","United States","Pop","Warner Music Group, Universal Music Group, Sony Music Entertainment","4","2","3544503","81209211","3512083203","53227814477","20396727","135021998","702437050","40","1000000","43400000","690866157","34025167618","5013566","206673828","44","1070614","16109217","762843","57016585","873346","42913668","15688608","-63005","57766443","163022","12531673","19382","809511","7480822","1119968","21","1064970","186","8959","69647","49","11","1817","5.1040192956804695","5805.719459932726"
"4","The Weeknd","Canada","Pop","Universal Music Group, Sony Music Entertainment, Big Indie Labels","5","1","4146026","120871866","3298031528","92193610755","-6559006","115828457","596111195","9","300000","39500000","673292014","32796480564","2745125","250720007","210","9115","11028774","-163320","3049677","895053","77222340","0","-112464","16941407","178133","14391626","266444","8550295","16916486","955148","10","976148","160","8784","663","150","34","6227","36.44395696636546","13761.953941063683"
"5","Lady Gaga","United States","Pop","Universal Music Group, Sony Music Entertainment","6","12","1819867","45748573","1627483605","36468932305","-3111836","94540179","515673811","14","200000","30400000","474439501","21657394588","2243058","153842948","21","332201","17724400","1656220","27344910","792476","62402415","10838998","-54113","55807639","153756","9052202","11475","1367813","2945501","569453","2","1190505","182","9422","82961","51","5","189","1.6441378167401215","463.7418219524227"
"6","Ariana Grande","United States","Pop","Universal Music Group, Warner Music Group, Sony Music Entertainment","7","9","1901904","110846600","2238784744","65876383668","-39232257","82097924","498036481","10","200000","57000000","431666147","32321216283","1626960","325832585","8","148628","40089442","2714401","12667513","-970769","371551420","17412843","-181963","41134427","67679","13286343","58507","1273130","3249082","519963","35","551543","155","6679","18570","29","9","1078","23.00211851658004","4048.243838052168"
"7","Rihanna","Barbados","Pop","Universal Music Group, Big Indie Labels","8","13","2057982","72752795","2663657655","57918933635","5114658","108488473","538556494","11","300000","45700000","462343478","36901787941","1710152","187350016","19","184887","16400985","774061","27652362","-509903","148842594","5999991","-74298","102746697","139262","17801449","104649","2727494","7764280","864183","23","757119","166","8660","49600","104","15","1256","7.018017996133035","539.1368885814633"
"8","Shakira","Colombia","Pop","Sony Music Entertainment, Universal Music Group, Big Indie Labels","9","33","1351945","42183563","1335405173","30391978385","2389845","78006059","410015574","2","400000","50100000","651369895","39439619371","2618796","219310769","4","461331","42929301","6688215","124538321","368909","95971031","13117080","-207405","122125445","91794","11455197","3864","388917","882007","529960","43","594675","153","8889","11046","57","6","277","13.91324699512275","564.7827967214082"
"9","Billie Eilish","United States","Pop","Universal Music Group, Big Indie Labels, Warner Music Group","10","5","3360744","125038445","2025652772","56056230096","-5474679","84426546","491262690","28","400000","57900000","516941958","19363160353","3012731","316093510","13","353106","74440396","2975420","75604275","424566","125298016","23247842","-193488","30894330","116049","9091795","210262","3650892","9042892","742818","51","473527","181","6421","1877","43","3","357","24.919096462890174","2433.3807871165686"
"10","Drake","Canada","Hip Hop","Big Indie Labels, Sony Music Entertainment, Universal Music Group, Warner Music Group","14","14","3463619","109220953","4839488421","133155764752","2689997","88253391","531213658","20","200000","32000000","429954914","34323981637","1891861","239557754","61","N/A","N/A","N/A","N/A","-314431","141677956","5212433","-257966","50331513","91782","23914526","199410","4508903","34244734","1725589","74","398169","145","4586","830","250","62","8159","124.10897667651136","8730.544644685724"
